id,question,answer,condition,medical_specialty,question_type
4346,"Dipirona e ass podem ser tomados juntos?Minha namorada tomou e agora veio a preocupação . Apesar de em horários distantes, não haver relatos dizendo q não clinicamente falando, Juntos pode ?","Olá, bom dia. Sim, AAS e dipirona podem ser tomados juntos, sem nenhum problema.Te convidamos para uma consulta: Consulta online clínico geral - R 450Você pode reservar uma consulta através do site Doctoralia, clicando no botão agendar consulta.",Cefaleia (dor de cabeça),"Psiquiatra, Médico de família",Tratamento
4347,A minha tia tem dor de cabeça constante .Tomou nuromol e melhorou por 15 dias agora não fez efeito .Pode tomar analgésico juntos c anti-hipertensivo?,"Sim, pode ser usado analgésico junto com os remédios da pressão. Entretanto, para pessoas que têm dor de cabeça crônica, existem remédios melhores! Agende uma consulta para sua tia!",Cefaleia (dor de cabeça),"Médico de família, Médico clínico geral, Psiquiatra",Tratamento
4348,A minha tia tem dor de cabeça constante .Tomou nuromol e melhorou por 15 dias agora não fez efeito .Pode tomar analgésico juntos c anti-hipertensivo?,"Olá, bom dia. O nuromol é uma mistura de paracetamol com ibuprofeno. O paracetamol já é um analgésico comum, assim como a dipirona. O ibuprofeno é um anti inflamatório. Ambos podem ser suficientes ou não para dor de cabeça e podem ser usados em pacientes hipertensos. Porém, mais importante do que melhorar a dor no momento em que ela acontece é entender a razão para constantemente sua tia ter dor de cabeça. Tratar a causa é sempre mais importante e mais eficaz do que tapear a dor quando ela vier. As principais causas para dor de cabeça são estresse ansiedadedepressão e enxaqueca, porém há outras. Caso a dor a incomode muito, oriento parecer médico.Te convidamos para uma consulta: Consulta online clínico geral - R 450Você pode reservar uma consulta através do site Doctoralia, clicando no botão agendar consulta.",Cefaleia (dor de cabeça),"Psiquiatra, Médico de família",Tratamento
4349,Sofro de enxaqueca e cefaléia crônica diária . Tomo quatrocinco analgésicos por dia. Busco um neurologista disposto a fazer o desmame com uso de antiinflamatórios analgésicos nos primeiros dias. Greyce Cilene Serena,"Os tratamentos da enxaqueca crônica e cefaleia crônica diária por abuso de analgésicos vão depender de medidas não farmacológicas e farmacológicas. Melhoria dos hábitos de vida, alimentação saudável e cuidados com o sono são fundamentais. A redução do número de analgésicos é um importante pilar no tratamento. Existem tratamentos preventivos bem eficazes.",Cefaleia (dor de cabeça),Neurologista,Escolha de profissionais de saúde
4350,Sinto muita dor de cabeça e falta de ar é o que? Tenho problemas de coluna será que está dor de cabeça tem aver com a minha coluna e a falta de ar,Difícil ter uma resposta na esse questionamento sem examinar o paciente.,Cefaleia (dor de cabeça),"Médico clínico geral, Médico do esporte, Generalista",Diagnóstico
4351,Sinto muita dor de cabeça e falta de ar é o que? Tenho problemas de coluna será que está dor de cabeça tem aver com a minha coluna e a falta de ar,"Olá, para um diagnóstico adequado do que você tem é necessário a realização de uma consulta médica, pois é preciso coletar mais dados. Só assim saberemos se a dor tem relação com a falta de ar e com a coluna. Melhoras!",Cefaleia (dor de cabeça),"Médico de família, Médico clínico geral, Generalista",Diagnóstico
4352,"É normal vomitar tudo que ingere durante uma crise muito forte de dor de cabeça? E depois que passa a crise, quanto tempo o corpo volta ao normal?",Os sintomas descritos são de enxaqueca mas para maiores orientações é fundamental uma consulta com um especialista.O Neurologista é o profissional adequado para avaliação de dor de cabeça.,Cefaleia (dor de cabeça),Neurologista,Diagnóstico
4353,"É bem raro, mas as vezes, quando viro a cabeça muito rápido, sinto uma dor imensa na região de trás da cabeça, mas é uma dor que dura no máximo 1 minuto.Tenho isso a muito tempo mas só agora que comecei a me incomodar, e já ocorreu de uma vez essa dor acontecer e parte direita da língua ficar dormenteObs: tenho 15 anosIsso acontece com todas pessoas ou pode ser algo a mais?",Importante marcar consulta com Neurologista!!Só ele vai conseguir te ajudar a entender melhor o que você está sentindo,Cefaleia (dor de cabeça),"Neurologista, Médico do sono",Diagnóstico
4354,"Estou há uma semana com dor de cabeça em um lado, tontura e enjoo, o que pode ser?","Olá , é muito difícil fazer diagnóstico somente com o seu relato . Pode ser uma crise de enxaqueca ou algo mais sério . O ideal é que busque atendimento médico para avaliação presencial Att",Cefaleia (dor de cabeça),Neurologista,Diagnóstico
4355,"Estou há uma semana com dor de cabeça em um lado, tontura e enjoo, o que pode ser?","Olá!As dores de cabeça são um universo na neurologia, e devem ser investigadas minuciosamente. Isso porque precisam ser diferenciadas em primárias, como a enxaqueca, ou secundárias, como a meningite por exemplo.A segunda causa de dor de cabeça mais comum é a enxaqueca, mas para uma adequada avaliação, a consulta médica é essencial!Fico a disposição.",Cefaleia (dor de cabeça),Neurologista,Diagnóstico
4356,"Tenho tido uma dor insuportável na cabeça, lado esquerdo. Começa quando estou fazendo atividade física na academia. É uma dor insuportável, latejante que preciso parar com a atividade. Começa no lado esquerdo e depois fica doendo toda a cabeça.","Pelo seu relato pode mos dizer que a sua dor de cabeça deve fazer parte do grupo das dores de cabeça (cefaléia) de esforço. Há muitas possibilidades diagnósticas para esse padrão da dor. Somente através de uma consulta médica seria possível te ajudar a determinar a causa de seu sofrimento e indicar de forma segura como resolver o seu problema.Te convidamos para uma consulta: Consulta neurologia - R 300Você pode reservar uma consulta através do site Doctoralia, clicando no botão agendar consulta.",Cefaleia (dor de cabeça),Neurologista,Diagnóstico
4357,"Minha mãe sofre de hipertensão, recentemente por estresse ela teve um pico de pressão que a deixou sem equilíbrio e com rosto formigando do lado esquerdo, depois de ser atendida e passar por exame de tomografia, não foi detectado nada no exame, porém ela vem sentindo muita tontura, dor na cabeça sendo mais específica na nuca, vômito e em alguns momentos ela relata uma fraqueza do lado esquerdo com fala arrastada e uma certa agonia, esses episódios acontecem de repente e aliviam em alguns minutos, estamos correndo atrás de exames e atendimentos mais específicos, o que pode ser e o que devemos procurar em questão de atendimento?",Podem ser diversos diagnósticosSeria necessário uma avaliação completa por profissional neurologista,Cefaleia (dor de cabeça),Neurologista,Diagnóstico
4358,"Boa noite estou com artrose na clavicula e estou sentindo muita dor no pescoço, é normal isso?","Olá! A dor da artrose, sem a inflamação aguda, artrite, geralmente dá dor quando está em repouso e os pacientes relatam dores quando a junta está fria, ou ao por do sol, que a temperatura abaixa e a noite. Em movimento, geralmente não costuma doer., Tem que ver essa sua dor se é irradiada do local da osteoartrose da clavícula, se é no esterno (centro do toráx), ou no ombro. Já verificou sua pressão arterial? É uma das causas mais comuns de dor no pescoço, principalmente na nuca.",Cefaleia (dor de cabeça),"Ortopedista - traumatologista, Médico acupunturista",Diagnóstico
4359,"Sinto pressão no lado direito da cabeça,as vezes na testa,quando abaixo pra pegar algo sinto latejar! E as vezes quando novo a cabeça pra baixo e volto tô sentindo sensação de desmaio,tontura!? O que será isso coluna, sinusite, labirintite? Que médico devo procurar?",Neste caso estaria indicado procurar um médico Neurologista!,Cefaleia (dor de cabeça),"Neurocirurgião, Neurologista",Escolha de profissionais de saúde
4360,"Bom dia,Há três dias que sinto dor de cabeça estranha, dado que tenho há muito anos enxaqueca , está dor é diferente uma pressão muito forte intermitente, mas constante, com uma pressão tremenda nos ouvidos como se tivesse em grande altitude, fico estonteada com algumas náuseas. A dor acalma e as tinturas mas a pressão nos ouvidos e o barulho similar a um motor não para abranda mas volta forte novamente. Deve ir consultar um médico ou será que algo que me podem ajudar? Agradeço alguma ajuda . Obrigada","Sim. Se você já possui enxaqueca, mas existe uma mudança no padrão da sua dor, existe uma indicação de você procurar um neurologista para avaliação desta nova dor de cabeça.",Cefaleia (dor de cabeça),Neurologista,Diagnóstico
4361,Estou com dor de cabeça a 3dia com dormência do lado direito sentido muita fraqueza o que eu faço pra melhorar,Procure um serviço de pronto atendimento! Não perca tempo. Pode ser grave.,Cefaleia (dor de cabeça),Neurologista,Diagnóstico
4362,"Olá. Estou com uma dor de cabeça de grau leve, mais precisamente do lado direito da minha cabeça, há pelo menos 5d sem resposta satisfatória a analgésico comum. É mais aguda assim que acordo. Desde que apresentei meu TCC, estou sentindo essas dores... E tenho tentado dormir mais por pensar que tenha sido minha privação de sono e tensão durante o período. Devo me preocupar?","Se persistir os sintomas, aumentar de intensidade, não resolver com analgésicos comuns ou aparecer algo anormal, procure um neurologista. Abraços.Te convidamos para uma consulta: Teleconsulta - R 150Você pode reservar uma consulta através do site Doctoralia, clicando no botão agendar consulta.",Cefaleia (dor de cabeça),Neurologista,Diagnóstico
4363,"Olá,sinto muita dor de cabeça,insônia,medoTremedeira e falta de ar o que pode ser?!",Bom dia. Pode ser sintomas ansiosos.Sugiro procurar um clinico geral para uma avaliação.,Cefaleia (dor de cabeça),"Geriatra, Médico clínico geral, Internista",Diagnóstico
4364,"Olá,sinto muita dor de cabeça,insônia,medoTremedeira e falta de ar o que pode ser?!","Olá, esses sintomas, dentre outras coisas, são também sintomas de ansiedade. É importante saber com mais detalhes em que situação esses sintomas acontecem. Além disso, algumas vezes é importante descartar outras doenças antes de fazer o diagnóstico de ansiedade. Um médico pode lhe ajudar. Melhoras!",Cefaleia (dor de cabeça),"Médico de família, Médico clínico geral, Generalista",Diagnóstico
4365,"Sinto peso na cabeça, no pescoço na face oq pode ser???","Muito provavelmente deve se tratar de cefaléia tensional. Para se chegar a uma conclusão há de se analisar vários aspectos desta dor:onde exatamente são os pontos de dor, há quanto tempo ela está presente, qual a intensidade, quais os fatores associados (náuseasvômitosintolerância a luzintolerância ao som), o que a faz melhorar ou piorar (toque local, mobilização da cabeça, esforço com o abdomen, deambulação, posição), qual a periodicidade (de quanto em quanto tempo ela vem), se melhora ou não com medicação, qual medicação vem em uso, se há outros fatores como infecção do ouvidonarizgarganta, se há insônia ou se há fatores estressores associados, se ela vem concomitantemente com ciclo menstrual ou com uso de medicação ou com dieta específica. Depois de analisar estes aspectos (sugiro atentar para diário da dor), há de fazer algumas outras perguntas e de se examinar cuidadosamente para se chegar ao diagnóstico e daí então se saber o que fazer.",Cefaleia (dor de cabeça),Neurologista,Diagnóstico
4366,"Olá, tenho uma dor no olhocabeça do lado esquerdo sempre que abaixo a cabeça, por exemplo pra pegar algo do chão, quando me deito, e quando já deitada viro para o lado esquerdo. A dor vem muito forte nesses momentos, dor incapacitante, mas essa dor dura alguns minutos, e vai passando até ficar uma dor um pouco mais fraca, que dura horas. ao apertar a testa acima do olho esquerdo, a dor também diminui, parece que consigo segurar a dor apertando. já fui em oftalmo e não é vista, em otorrino e não é sinusite, e fui no neuro os exames de imagem não apontaram nada. não sei mais o que fazer, não sei mais onde ir. alguem pode me ajudar, me dá uma sugestão que tipo de medico posso procurar. obrigada","Olá!Como você já realizou exames que descartaram causas secundárias de cefaleia, provavelmente isso se trata de uma cefaleia primária.As mais comuns de forte intensidade são enxaqueca e cefaleia em salvas. Elas possuem tratamentos diferentes.Para melhor esclarecimento diagnóstico e escolha de tratamento correto, o melhor médico a procurar é o Neurologista, que irá examinar apropriadamente, além de fazer algumas perguntas para caracterizar melhor a dor.Não é indicado fazer automedicação ou medicar-se seguindo conselhos de pessoas não especialistas na área.Atenciosamente,",Cefaleia (dor de cabeça),Neurologista,Escolha de profissionais de saúde
4367,"Estou há 15 dias com uma dor na base do crânio e muita tontura ,não consigo nem encostar no sofá a cabeça não sei que médico procurar","Se a tontura vem associada a um quadro de dor de cabeça, sugiro procurar inicialmente um neurologista.",Cefaleia (dor de cabeça),Neurologista,Escolha de profissionais de saúde
4368,"Há duas semanas estou sentindo uma dor na clavícula direita que está irradiando para o ombro e o pescoço, tomei relaxante muscular, tive uma breve melhora, mas agora parece que voltou com tudo. Não tive queda e nenhum impacto na região. Como proceder???","Nesse momento, você precisa passar por uma consulta médica para avaliação e exame físico detalhados e, caso necessário, realizar algum exame complementar. Perceba que existem diversas condições que podem causar dor nessa região e isso só pode ser definido após uma avaliação minuciosa. Pode ser desde uma inflamação de estruturas do ombro (articulação acrômio-clavicular, tendões, bursa...), pode ser irradiação de processo inflamatório na coluna cervical e pode também se tratar de situações menos comuns, como a síndrome do desfiladeiro torácico entre outros. Não deixe de marcar sua consulta! Melhoras!",Cefaleia (dor de cabeça),Ortopedista - traumatologista,Diagnóstico
4369,Eu sofro de anciedade falta de ar e ataque de nervos oq fazer pra resolver isso,"Isso caracteriza pico de um ataque de panico. Se voce nao possue nenhum acompanhamento, de nenhum medico psiquiatrico, o ideal é ir a um ambito de urgencia hospitalar ser medicado. E procure logo algum profissional para ajudar!",Cefaleia (dor de cabeça),Psiquiatra,Tratamento
4370,Eu sofro de anciedade falta de ar e ataque de nervos oq fazer pra resolver isso,Busque ajuda com um médico psiquiatra e um psicólogo!,Cefaleia (dor de cabeça),Psiquiatra,Tratamento
4371,Dor na base do crânio ao encostar a cabeça por exemplo no sofá. Quando aperto com os dedos parece dor de inflação. O que pode ser e qual especialista tenho que procurar?,"Olá, pode iniciar procurando um clínico, que direcionará para um neurologista ou um ortopedista dependendo da patologia.Dor de cabeça nesta região pode ser problema muscular, na coluna cervical, cefaleia, pico hipertensivo ou até mesmo meningite. São muitas as possibilidades.Porém, como não conheço o seu caso à fundo, sempre procure o seu médico de confiança para tirar dúvidas e ter um direcionamento personalizado para a sua saúde!",Cefaleia (dor de cabeça),"Médico clínico geral, Nutrólogo",Escolha de profissionais de saúde
4372,"Boa noiteSofri um acidente de moto machuquei os joelhos e um pouco no rosto, não senti nada na cabeça .Com 4 dias depois comecei a sentir um dolorimento em uma parte da cabeça. E um dolorimento com uma sensação de peso .isso pode ter alguma ligação com o acidente?","Provavelmente sim, no caso em questão devera procurar um neurologista e provavelmente poderá ter que fazer uma tomografia de cranio para afastar um hematoma intra craniano,Procure uma emergencia para avaliação o mais rapido possível.",Cefaleia (dor de cabeça),Cirurgião de cabeça e pescoço,Diagnóstico
4373,"Boa tarde, o laudo de uma tomografia do crânio do meu pai, deu: Diminuta calcificação no giro occipitotemporal lateral a direita. Gostaria de saber o que seria? desde já, grata!","Todo exame de imagem deve ser correlacionado com a clínica e história do paciente. Geralmente essas calcificações isoladas tendem a ser benignas, entretanto recomendo que procure um neurologista para que possa ser feita uma anamnese e exame clínico mais minuciosos, e assim sanar adequadamente a sua dúvida.Fico a disposição.",Cefaleia (dor de cabeça),"Médico clínico geral, Neurologista, Especialista em dor",Diagnóstico
4374,"Olá. Sinto dor de cabeça é uma pressão quando fico de cabeça para baixo, não consigo nem olhar em baixo da cama porque dói. O que pode ser?","Olá. Dor de cabeça que piora com a cabeça posta baixo pode ter algumas causas, podendo ser desde um componente muscular até um aumento da pressão na cabeça ou mesmo uma trombose. É importante passar em consulta com NeurologistaTe convidamos para uma consulta: Primeira consulta neurologia - R 400Você pode reservar uma consulta através do site Doctoralia, clicando no botão agendar consulta.",Cefaleia (dor de cabeça),Neurologista,Diagnóstico
4375,"Tenho.muita dor de cabeça sinto meus olhos inchados, fiz uma tomografia mas não deu em nada o quê pode ser?","Olá, bom dia. Existem vários tipos de dor de cabeça, incluindo as cefaleias primárias, que não estão relacionadas a lesão na estrutura do cérebro, como AVC, tumor, sangramento. Para diagnóstico correto da dor de cabeça e tratamento específico do seu caso, procure um neurologista.",Cefaleia (dor de cabeça),Neurologista,Diagnóstico
4377,Até quantos anos as criise de cefaléia em salvas pode durar,"Olá, normalmente ela inicia com uma congestão nasal e saída de líquido por um orifício nasal. Em seguida, surge uma dor intensa no mesmo lado da cabeça, que se estende até a área circundante do olho.O pico de intensidade da dor ocorre em poucos minutos e normalmente dura de 30 minutos a 1 hora, mas pode durar de 15 a 180 minutos, mas não é possível deixar preciso a duração da mesma. Aconselho sempre um avaliação e tratamento adequado!",Cefaleia (dor de cabeça),Neurocirurgião,Epidemiologia
4378,"Minha mãe tem 65anos é hipertensa, está com febre dor no corpo e dor de cabeça um dia depois de ter tomado a vacina do covid,qual o remédio que ela possa tomar",Pode ser reação da vacina bastar tomar um analgésico como dipirona ou paracetamol e observar.,Cefaleia (dor de cabeça),Cardiologista,Tratamento
4379,Meu resultado da tomografia de craneo deu pequeno foco de calcificação na região núcleocapsular à direita de provável aspecto residual .Poderia me explicar se é grave?,"Oi. Achados de exames de imagem como este que você descreveu não são incomuns, e raramente significam alguma doença grave. Também raramente estão diretamente relacionados ao sintoma de dor de cabeça. No entanto, para interpretar corretamente o significado de qualquer exame de imagem, é necessário se analisar o quadro clínico do doente como um todo. Por isso, recomendo que você agende uma consulta com um neurologista com experiência no tratamento de dores de cabeça, e mostre a ele as imagens e o laudo deste exame também. Com isso, ele poderá dizer com maior precisão o significado desta alteração no seu caso em específico. Espero ter lhe ajudado!",Cefaleia (dor de cabeça),"Neurologista, Especialista em dor",Diagnóstico
4380,Ressonância magnética do crânio sem contraste identifica a esclerose múltipla? Obrigada,"Sim, a imagem sem contraste é capaz de identificar lesões sugestivas da doença, porém o contraste é fundamental para avaliar quais dessas lesões estão em atividade.",Cefaleia (dor de cabeça),Neurologista,Diagnóstico
4381,Ressonância magnética do crânio sem contraste identifica a esclerose múltipla? Obrigada,"Em um exame de ressonância magnética podemos observar lesões característicos de Esclerose Múltipla e até diferenciar de outras condições.O uso do contraste pode ser importante para verificar se são lesões mais novas ou ativas e em alguns casos comprovar que a doença apresenta uma característica importante que é a disseminação no tempo, ou seja, que apresenta lesões em diferentes períodos de tempo.",Cefaleia (dor de cabeça),Neurologista,Diagnóstico
4382,Ressonância magnética do crânio sem contraste identifica a esclerose múltipla? Obrigada,"Para doencas desmielinizantes primarias do sistema nervoso central a ressonancia magnetica deve ser feita com contraste no encefalo e medula espinhal associado com outros exames complementares caso o medico assistente decida ser necessario(exame de liquor,potencial evocado),com objetivo de determinar a melhor forma de tratamento,seja agudo ou preventivo.",Cefaleia (dor de cabeça),Neurologista,Diagnóstico
4383,Ressonância magnética do crânio sem contraste identifica a esclerose múltipla? Obrigada,Sim. Esse exame sem contraste identifica lesões sugestivas de doença desmielinizante como é o caso da Esclerose Múltipla. O exame com contraste realça melhor essas lesões e identifica as que estão em atividade .,Cefaleia (dor de cabeça),"Médico do sono, Neurologista",Diagnóstico
4384,"Estou tomando o topiramato há 2 dias, 50 mg, porém já comecei a apresentar alguns problemas como cansaço e dor no peito e visão turva, gostaria de saber se é normal assim no começo","Pode haver efeitos colaterais como os descritos porem normalmente são temporários, em caso de não melhora, consulte seu médico! Abraço e melhoras!",Cefaleia (dor de cabeça),"Neurologista, Neurofisiologista",Tratamento
4385,"Estou tomando o topiramato há 2 dias, 50 mg, porém já comecei a apresentar alguns problemas como cansaço e dor no peito e visão turva, gostaria de saber se é normal assim no começo","Olá, tudo bem? Seria interessante saber o motivo pelo qual você iniciou o uso do topiramato, porque a depender da causa esses sintomas podem significar permanência da condição clínica desencadeadora do sintoma. Por exemplo, cefaléia por hipertensão intracraniana idiopática pode gerar visão turva e um dos tratamentos possíveis é o topiramato: ou seja, é necessário uma avaliação clínica para elucidar melhor esse questionamento",Cefaleia (dor de cabeça),Neurologista,Tratamento
4386,Tomei injeção da Depo provera na sexta-feira dia 12 de Fevereiro e estou sentindo muita dor de cabeça é normal?,Todo método contraceptivo pode apresentar efeitos colaterais. Porém se persistirem os sintomas é preciso investigar para avaliar se está relacionado ao injetável ou não. E necessário uma avaliação com seu ginecologista,Cefaleia (dor de cabeça),Ginecologista,Diagnóstico
4387,Comecei a tomar ciprofibrato ezemitiba mas passei a ter dor de cabeça e dor de estômago. Essas reações são no início ou persistem?,"O ciprofibrato tem como sintoma comum a dor de cabeça, procure novamente atendimento médico para substituição da medicação.",Cefaleia (dor de cabeça),Cardiologista,Tratamento
4388,"Dor de cabeça intensa (forte a ponto de não ser tolerável, levando a necessidade de procura de auxílio na emergência médica), dor na nuca, vômito e formigamento nas mãos e pés. Homem de 31 anos sem relato anterior de quadro semelhante. Após intervenção medicamentosa na emergência e alívio dos sintomas, foi solicitada tomografia da cabeça. Há necessidade de mais exames? A relação dos sintomas pode indicar doença grave?","Olá! As dores de cabeça podem ter diversas causas. As vezes as dores de cabeça são a doença em si, e são chamadas de dores de cabeça primárias (como é o caso da enxaqueca). Outras vezes, elas são sintoma de outra doença, e são classificadas como secundárias.Crises de enxaqueca podem provocar dores de cabeça forte, dores no pescoço, náuseas e vômitos. Porém há outras causas de dores de cabeça que também podem provocar sintomas parecidos. O diagnóstico correto das dores de cabeça depende primeiramente de uma avaliação detalhada por um médico com experiência nesse assunto. Exames, como a tomografia e a ressonância magnética do crânio podem ser necessários, a depender do caso. Recomendo que você procure neurologista com experiência no tratamento de dores para melhor avaliação do seu caso, e para decidir junto com você a melhor forma de tratamento.Se você tem interesse em saber mais sobre as dores de cabeça, suas principais causas e tratamento, venha assistir um webinar que eu montei sobre o assunto: Cefaleia (Webinar Actmed). Você pode encontrar o link para esse e outros webinares interessantes no meu perfil do doctoralia. Basta clicar na minha foto ao lado.Espero ter lhe ajudado!",Cefaleia (dor de cabeça),"Neurologista, Especialista em dor",Diagnóstico
4389,"Boa tarde, fiz um RX e no laudo diz : Calcificaçao da foice do cerebro.Gostaria de saber oque causa essa calcificaçao e se devo me preocupar.","Olá!A calcificação da foice cerebral é em geral um achado inespecífico e benigno. Porém, em alguns casos ela pode estar associada a algumas doenças. Para compreender o significado de alterações de exames de imagem é sempre necessário considerar o quadro clínico do paciente. Portanto, é muito importante que você seja avaliado por um neurologista.Espero ter lhe ajudado!",Cefaleia (dor de cabeça),"Neurologista, Especialista em dor",Epidemiologia
4390,"Minha mãe fez uma tomografia do cérebro e apresentou a seguinte conclusão :Calcificação capsulo-nuclear direita medindo 0,6 cm....quer dizer algo preocupante?","A resposta depende do motivo da realização da tomografia. Achados de exame de imagem podem ter significados diferentes de acordo com as queixas e as alterações no exame físico de um paciente. Calcificações são comuns no cérebro e podem ser desde fisiológicas (apenas depósito de calcio com o passar dos anos), sangramentos antigos, até por exemplo um cisticerco calcificado, ou seja, um parasita.",Cefaleia (dor de cabeça),"Neurologista, Neurofisiologista",Diagnóstico
4391,Vertizine D é indicado para o tratamento de inchaqueca?,"A flunarizina é uma das opções de tratamento para prevenção de crises de enxaqueca. No entanto, a medicação apresenta peculiaridades, que devem ser avaliadas à luz do perfil clínico do paciente (idade, doenças associadas, histórico médico). Embora seja vendido sem a necessidade de retenção da receita, não deve ser usado como estratégia de prevenção de crises de enxaqueca sem indicação médica.",Cefaleia (dor de cabeça),Neurologista,Tratamento
4392,"Boa noite.Fiz uma tomografia do cranio para investigar sobre minhas enxaquecas e deu o seguinte:Observa-se imagem nodular calcificada, medindo 0,7x0,07 cm progetado na topografia do terceiro ventrículo.Grata pela ajuda.","Olá.Dores de cabeça podem ter diversas causas, e a investigação das mesmas depende da avaliação clínica médica. Nem sempre alterações de exames de imagem do crânio podem justificar as dores de cabeça do paciente. É importante que você procure um neurologista com experiência no tratamento de dores de cabeça e apresente o resultado do seu exame (de preferência as imagens do exame também, e não só o laudo). Com isso o médico terá as informações necessárias para estabelecer a melhor forma de tratamento, ou se necessário, de investigação para seus sintomas.Se você tem interesse de saber mais sobre o que provocam as dores de cabeça na maior parte das pessoas, convido você para assistir um webinar que preparei para pacientes. Você pode encontrar esse webinar no meu perfil da doctoralia, chamado: Cefaleia (Webinar Actmed). Basta clicar na minha foto aqui do lado.Espero ter lhe ajudado!",Cefaleia (dor de cabeça),"Neurologista, Especialista em dor",Diagnóstico
4393,"Sinto dores latejantes e a vezes umeia fracas ,essas dores são na cabeça e as vezes vontade de vomitar","Existem várias possíveis causas para dores de cabeça latejantes que se associam a náusea. A enxaqueca pode causar, mas existem diversas outras causas. E importante consultar um especialista para receber diagnostico correto e tratamento próprio.",Cefaleia (dor de cabeça),Neurologista,Diagnóstico
4394,"Sinto dores latejantes e a vezes umeia fracas ,essas dores são na cabeça e as vezes vontade de vomitar","Olá! A investigação da causa de dores de cabeça depende principalmente de uma avaliação clínica detalhada por um médico com experiência no tratamento desse sintoma. Eventualmente, podem ser necessários outros exames. Por isso, é fundamental que você procure um neurologista para estabelecer o melhor plano de investigação e tratamento para suas dores de cabeça.Se você tem interesse em ouvir um pouco mais sobre as causas de dores de cabeça na maior parte das pessoas, convido você a assistir um webinar que criei para pacientes, chamado: Cefaleia (webinar actmed). Você pode encontrar esse webinar no meu perfil do doctoralia. Basta clicar na minha foto aqui do lado.Espero ter lhe ajudado!",Cefaleia (dor de cabeça),"Neurologista, Especialista em dor",Diagnóstico
4395,"Dor de cabeça que parte da nuca, dor todos os dias principalmente ao deitar, sensação de aperto na cabeça e também fisgadas, por toda a cabeça. É uma dor totalmente diferente das dores de cabeça q já tive. Tive Covid em Julho ano passado, pode ter relação ? Qual especialista pode tratar? Obrigada.","Dor de cabeça é uma queixa que afeta muito a qualidade de vida do paciente, sem dúvidas. Existem literalmente centenas de causas para dor de cabeça e apenas com uma consulta médica aprofundada podemos levantar hipóteses diagnósticas com segurança. Não fique sofrendo a toa, o neurologista ou especialista em dor são os especialistas mais indicados para o seu tratamento.",Cefaleia (dor de cabeça),"Neurologista, Neurofisiologista",Escolha de profissionais de saúde
4396,Ha 3 anos que tomo o tamoxifeno eu sinto muita dor de cabeça e cansaço. Esse medicamento pode causar esses sintomas?,"Bom dia! O uso contínuo do tamoxifeno pode apresentar como efeito adverso dor de cabeçacansaço em alguns casos. Primeiramente você deve excluir outras causas possíveis desses sintomas, seja com exames laboratoriais eou de imagens, para depois alinhar o melhor tratamento com seu médico assistente.",Cefaleia (dor de cabeça),Oncologista,Tratamento
4397,"Estou com um carocinho na cabeça, parecendo um nódulo!! Ele dói bastante quando mexe.. e do mesmo lado da cabeça sinto várias pontadas e dores de cabeça.. as vezes até visão turva, e muita mudança de humor! Deveria me preocupar?","Olá!Dores de cabeça podem ser provocadas por diversas causas. A maior parte das dores de cabeça na população são primárias, ou seja, a dor de cabeça é a doença em si, e não consequência de uma outra doença, como é o caso da enxaqueca. Porém, para alguns pacientes a dor é consequência de uma outra doença em específico. O diagnóstico depende de uma avaliação detalhada e exame físico por médico com experiência no tratamento de dores de cabeça, de preferência um neurologista. É importante que você procure a avaliação de um médico para obter o diagnóstico correto dos seus sintomas e um tratamento com bons resultados.Esperto ter lhe ajudado!",Cefaleia (dor de cabeça),"Neurologista, Especialista em dor",Diagnóstico
4398,É normal dar dormência e dor de cabeça tomando sertralina?,"Dores de cabeça são sintomas frequentes no início do tratamento com sertralina e costumam desaparecer após dias ou poucas semanas de uso. É possível, se forem incômodas, usar algumas medicações (mas, não outras) para fazer a dor passar. Logicamente, sem conhecer seu caso pessoalmente, não é possível assegurar que suas dores sejam devidas à sertralina. Assim, o correto é falar com seu médico, que poderá identificar as causas e adotar as melhores condutas. Algumas pessoas podem sentir outros sintomas físicos, também, no início do tratamento e a dormência que cita poderia ser um deles. Porém, novamente, à distância, não há como determinar se esta sensação é devida à medicação.",Cefaleia (dor de cabeça),Psiquiatra,Tratamento
4399,É normal dar dormência e dor de cabeça tomando sertralina?,"Esses sintomas podem acontecer no início do tratamento com sertralina, mas não devem durar mais que duas ou três semanas após o início da medicação. Caso os sintomas persistam, fale com seu médico.",Cefaleia (dor de cabeça),Psiquiatra,Tratamento
4400,"Faço uso do esc de 10 mg a 8 meses, estou tentando parar de tomar, tive a cabeça um pouco zonza, ouvido tb, pode ser a falta do remédio!?","Jamais pare de tomar remédio sem ser por orientação médica. Os riscos de recaída são muitos e é possível que seja isto que está ocorrendo. Fale com seu médico e não mude nada em seu tratamento, antes disto.",Cefaleia (dor de cabeça),Psiquiatra,Tratamento
4401,"Faço uso do esc de 10 mg a 8 meses, estou tentando parar de tomar, tive a cabeça um pouco zonza, ouvido tb, pode ser a falta do remédio!?","Você não deve descontinuar a medicação sem acompanhamento médico. Estes sintomas podem ocorrer e podem ser uma síndrome de retirada, ou recaída do transtorno...Te convidamos para uma consulta: Consulta psiquiatriaVocê pode reservar uma consulta através do site Doctoralia, clicando no botão agendar consulta.",Cefaleia (dor de cabeça),Psiquiatra,Tratamento
